order_id,customer_id,product_id,store_id,order_date,quantity,unit_price,payment_method,region
ORD_2_56,5701,882,11,2026-01-02,5,153.16,Cash,South
ORD_2_57,1605,351,14,2026-01-02,4,482.24,Cash,South
ORD_2_58,8654,109,7,2026-01-02,3,357.49,Cash,East
ORD_2_59,1111,111,16,2026-01-02,9,264.36,UPI,North
ORD_2_60,6271,378,9,2026-01-02,1,255.67,Debit Card,North
ORD_2_61,3793,252,20,2026-01-02,6,220.42,Net Banking,North
ORD_2_62,6068,150,7,2026-01-02,4,492.69,UPI,West
ORD_2_63,6226,630,13,2026-01-02,3,259.11,Net Banking,North
ORD_2_64,7000,200,10,2026-01-02,10,364.8,UPI,North
ORD_2_65,9557,110,6,2026-01-02,10,102.27,Credit Card,West
ORD_2_66,9583,435,8,2026-01-02,2,142.42,Cash,South
ORD_2_67,5607,337,16,2026-01-02,6,45.05,UPI,West
ORD_2_68,7233,363,11,2026-01-02,10,317.68,Debit Card,North
ORD_2_69,6387,580,12,2026-01-02,1,231.19,Credit Card,North
ORD_2_70,3963,758,5,2026-01-02,3,236.99,Cash,South
ORD_2_71,9974,902,5,2026-01-02,9,404.03,Credit Card,East
ORD_2_72,9496,482,18,2026-01-02,2,187.41,Credit Card,North
ORD_2_73,4032,571,2,2026-01-02,3,108.62,Net Banking,West
ORD_2_74,2136,443,6,2026-01-02,7,151.0,Net Banking,South
ORD_2_75,1394,568,5,2026-01-02,2,184.23,Debit Card,North
ORD_2_76,6700,666,5,2026-01-02,10,181.44,Credit Card,West
ORD_2_77,5900,913,10,2026-01-02,4,255.31,Cash,North
ORD_2_78,6048,401,6,2026-01-02,8,483.53,Credit Card,West
ORD_2_79,2627,549,3,2026-01-02,2,105.35,Cash,South
ORD_2_80,5537,983,13,2026-01-02,10,98.93,Cash,West
ORD_2_81,4455,280,9,2026-01-02,9,104.55,Cash,West
ORD_2_82,1881,158,6,2026-01-02,9,259.36,Cash,West
ORD_2_83,3902,162,6,2026-01-02,5,476.42,Credit Card,West
ORD_2_84,7998,100,11,2026-01-02,5,51.36,Debit Card,West
ORD_2_85,5971,869,10,2026-01-02,6,24.91,UPI,West
ORD_2_86,6839,299,11,2026-01-02,9,198.16,Net Banking,East
ORD_2_87,5456,284,13,2026-01-02,8,446.78,UPI,East
ORD_2_88,9700,310,13,2026-01-02,7,368.4,Net Banking,South
ORD_2_89,6130,642,19,2026-01-02,2,196.53,Cash,North
ORD_2_90,8345,797,12,2026-01-02,10,236.3,Cash,North
ORD_2_91,4743,258,12,2026-01-02,8,211.24,UPI,West
ORD_2_92,3446,453,10,2026-01-02,1,493.5,UPI,North
ORD_2_93,4446,600,11,2026-01-02,8,264.99,Debit Card,East
ORD_2_94,3171,497,6,2026-01-02,10,150.85,Net Banking,East
ORD_2_95,8171,501,10,2026-01-02,2,359.11,Net Banking,West
ORD_2_96,9726,280,9,2026-01-02,2,258.46,Credit Card,South
ORD_2_97,1772,585,3,2026-01-02,1,366.19,Debit Card,East
ORD_2_98,9378,279,14,2026-01-02,3,476.12,Net Banking,West
ORD_2_99,6954,926,2,2026-01-02,5,59.31,UPI,South
ORD_2_100,2047,252,17,2026-01-02,6,406.65,Credit Card,South
ORD_2_101,8878,206,19,2026-01-02,10,233.8,Credit Card,West
ORD_2_102,4752,566,3,2026-01-02,1,152.86,Cash,North
ORD_2_103,2657,153,5,2026-01-02,1,427.07,Credit Card,West
ORD_2_104,7171,669,18,2026-01-02,5,227.93,Credit Card,South
ORD_2_105,2933,807,9,2026-01-02,2,440.16,Credit Card,South
ORD_2_106,5000,782,18,2026-01-02,6,12.72,Net Banking,East
ORD_2_107,7059,748,2,2026-01-02,10,67.79,Credit Card,East
ORD_2_108,4399,350,3,2026-01-02,9,120.81,Net Banking,North
ORD_2_109,6216,595,19,2026-01-02,2,240.07,Debit Card,East
ORD_2_110,7378,919,11,2026-01-02,4,261.71,UPI,East
ORD_2_111,6648,311,13,2026-01-02,8,99.54,UPI,East
ORD_2_112,9713,193,15,2026-01-02,9,90.05,Net Banking,East
ORD_2_113,9928,592,16,2026-01-02,8,173.83,Cash,West
ORD_2_114,7361,416,3,2026-01-02,2,88.45,Cash,East
ORD_2_115,2166,884,19,2026-01-02,7,193.55,Credit Card,East
ORD_2_116,6569,661,4,2026-01-02,10,121.05,UPI,North
ORD_2_117,2211,879,5,2026-01-02,9,220.75,UPI,West
ORD_2_118,4044,474,9,2026-01-02,4,323.42,Cash,East
ORD_2_119,1982,300,9,2026-01-02,10,214.87,UPI,West
ORD_2_120,7477,365,10,2026-01-02,10,153.66,Debit Card,South
ORD_2_121,9858,206,19,2026-01-02,7,184.69,Credit Card,South
ORD_2_122,2021,911,14,2026-01-02,10,486.88,Credit Card,East
ORD_2_123,1419,793,2,2026-01-02,1,441.09,Net Banking,West
ORD_2_124,8760,953,3,2026-01-02,4,175.4,Net Banking,South
ORD_2_125,9261,221,3,2026-01-02,4,384.71,Debit Card,North
ORD_2_126,8940,105,20,2026-01-02,10,347.78,Net Banking,East
ORD_2_127,5136,798,19,2026-01-02,6,278.3,Net Banking,South
ORD_2_128,4654,598,10,2026-01-02,4,162.7,Debit Card,North
ORD_2_129,6069,462,8,2026-01-02,2,48.46,Debit Card,South
ORD_2_130,1493,250,9,2026-01-02,4,122.18,UPI,West
ORD_2_131,9838,746,8,2026-01-02,10,325.89,UPI,North
ORD_2_132,3884,358,9,2026-01-02,4,310.25,Cash,East
ORD_2_133,4323,368,20,2026-01-02,8,18.69,Debit Card,West
ORD_2_134,5221,705,12,2026-01-02,2,341.54,Credit Card,South
ORD_2_135,6883,682,14,2026-01-02,1,200.1,Credit Card,North
ORD_2_136,6944,600,8,2026-01-02,1,143.59,Cash,East
ORD_2_137,2937,525,9,2026-01-02,5,248.1,Net Banking,West
ORD_2_138,1196,417,9,2026-01-02,2,402.51,Debit Card,South
ORD_2_139,8063,970,3,2026-01-02,1,107.93,Credit Card,North
ORD_2_140,5428,812,11,2026-01-02,8,123.82,Credit Card,West
ORD_2_141,7971,936,9,2026-01-02,10,88.27,UPI,West
ORD_2_142,9091,544,6,2026-01-02,4,351.51,Credit Card,East
ORD_2_143,9031,147,5,2026-01-02,10,457.82,Cash,East
ORD_2_144,1228,667,7,2026-01-02,7,438.88,Credit Card,West
ORD_2_145,1745,460,4,2026-01-02,8,125.54,Net Banking,South
ORD_2_146,4756,946,5,2026-01-02,1,164.94,UPI,North
ORD_2_147,8363,834,20,2026-01-02,1,294.27,Credit Card,East
ORD_2_148,9589,683,20,2026-01-02,5,366.92,Debit Card,South
ORD_2_149,3471,484,11,2026-01-02,2,297.49,Debit Card,South
ORD_2_150,5783,807,18,2026-01-02,9,255.47,UPI,East
ORD_2_151,4248,849,14,2026-01-02,9,425.14,Cash,West
ORD_2_152,7687,993,8,2026-01-02,4,199.71,Debit Card,East
ORD_2_153,6521,854,13,2026-01-02,1,348.13,UPI,South
ORD_2_154,8480,644,12,2026-01-02,4,233.21,Debit Card,East
ORD_2_155,5252,429,9,2026-01-02,2,492.33,Cash,West
ORD_2_156,7261,108,17,2026-01-02,7,477.54,Net Banking,South
ORD_2_157,8088,919,13,2026-01-02,6,214.77,Credit Card,East
ORD_2_158,9509,192,10,2026-01-02,9,213.39,Debit Card,South
ORD_2_159,2141,151,4,2026-01-02,4,33.74,Cash,South
ORD_2_160,2287,601,7,2026-01-02,1,39.77,UPI,East
ORD_2_161,5986,192,4,2026-01-02,8,452.23,Credit Card,North
ORD_2_162,6327,856,16,2026-01-02,10,340.34,Debit Card,South
ORD_2_163,2456,310,9,2026-01-02,7,363.94,Credit Card,East
ORD_2_164,4996,893,11,2026-01-02,5,299.67,Net Banking,North
ORD_2_165,2648,640,3,2026-01-02,7,370.98,Credit Card,South
ORD_2_166,4580,915,7,2026-01-02,7,65.01,Cash,West
ORD_2_167,3626,336,17,2026-01-02,6,299.02,Cash,North
ORD_2_168,5777,620,2,2026-01-02,7,166.3,Debit Card,West
ORD_2_169,5713,564,15,2026-01-02,4,397.76,Net Banking,North
ORD_2_170,5535,879,15,2026-01-02,8,349.27,Net Banking,East
ORD_2_171,1815,278,12,2026-01-02,2,327.24,Debit Card,North
ORD_2_172,8063,220,9,2026-01-02,4,422.34,Credit Card,East
ORD_2_173,8322,149,14,2026-01-02,4,484.12,Credit Card,West
ORD_2_174,2530,841,10,2026-01-02,5,444.23,Net Banking,East
ORD_2_175,9067,642,4,2026-01-02,8,465.13,Net Banking,South
ORD_2_176,9499,152,4,2026-01-02,6,337.31,Cash,North
ORD_2_177,3257,976,15,2026-01-02,6,258.88,Debit Card,North
ORD_2_178,5941,927,18,2026-01-02,5,199.19,Cash,East
ORD_2_179,8288,773,7,2026-01-02,2,376.22,Cash,East
ORD_2_180,6276,868,5,2026-01-02,6,338.28,Cash,South
ORD_2_181,7361,352,2,2026-01-02,1,195.89,Cash,East
ORD_2_182,4439,772,5,2026-01-02,5,355.57,Credit Card,South
ORD_2_183,4066,397,15,2026-01-02,3,233.6,Credit Card,South
ORD_2_184,9519,650,16,2026-01-02,10,153.34,Net Banking,South
ORD_2_185,2074,165,9,2026-01-02,9,491.61,Credit Card,East
ORD_2_186,7688,127,16,2026-01-02,7,146.38,UPI,South
ORD_2_187,1911,333,4,2026-01-02,8,278.71,Credit Card,North
ORD_2_188,6579,908,7,2026-01-02,5,452.21,Debit Card,South
ORD_2_189,5218,585,19,2026-01-02,8,272.27,Credit Card,North
ORD_2_190,3824,428,8,2026-01-02,8,185.79,Credit Card,South
ORD_2_191,4091,123,18,2026-01-02,8,194.53,Credit Card,West
ORD_2_192,7455,666,10,2026-01-02,7,263.68,Net Banking,North
ORD_2_193,2720,585,2,2026-01-02,7,97.08,Credit Card,West
ORD_2_194,8337,760,3,2026-01-02,8,344.37,Credit Card,West
ORD_2_195,1460,621,18,2026-01-02,3,470.59,Debit Card,South
ORD_2_196,2540,357,18,2026-01-02,4,280.54,Net Banking,North
ORD_2_197,4401,902,12,2026-01-02,9,173.86,Debit Card,South
ORD_2_198,8202,399,11,2026-01-02,3,80.61,Net Banking,East
ORD_2_199,3699,632,19,2026-01-02,9,442.84,UPI,East
ORD_2_200,4402,214,10,2026-01-02,9,356.25,UPI,South
ORD_2_201,2506,950,19,2026-01-02,3,263.64,Cash,North
ORD_2_202,9023,874,7,2026-01-02,7,279.86,UPI,South
ORD_2_203,8191,626,10,2026-01-02,4,209.58,Cash,East
ORD_2_204,4816,715,8,2026-01-02,4,436.18,UPI,East
ORD_2_205,3791,384,1,2026-01-02,7,368.22,Cash,North
ORD_2_206,9871,472,6,2026-01-02,6,202.98,Credit Card,West
ORD_2_207,9428,881,9,2026-01-02,5,220.21,UPI,South
ORD_2_208,8298,651,5,2026-01-02,7,269.4,UPI,South
ORD_2_209,6959,554,6,2026-01-02,8,387.22,Cash,West
ORD_2_210,5969,178,1,2026-01-02,4,400.55,Debit Card,North
ORD_2_211,9038,257,9,2026-01-02,4,457.2,Debit Card,East
ORD_2_212,7898,698,20,2026-01-02,9,115.11,Cash,North
ORD_2_213,4585,622,5,2026-01-02,3,190.7,Debit Card,North
ORD_2_214,3745,329,10,2026-01-02,1,14.37,Credit Card,North
ORD_2_215,3723,990,11,2026-01-02,6,448.5,Cash,South
ORD_2_216,2604,223,2,2026-01-02,2,202.33,Cash,North
ORD_2_217,8338,407,15,2026-01-02,10,257.75,Net Banking,North
ORD_2_218,1990,210,14,2026-01-02,2,186.26,Cash,East
ORD_2_219,4440,913,10,2026-01-02,7,219.26,Debit Card,East
ORD_2_220,5723,295,17,2026-01-02,8,333.82,UPI,West
ORD_2_221,8963,669,2,2026-01-02,6,166.63,UPI,West
ORD_2_222,2817,661,10,2026-01-02,2,293.73,Net Banking,East
ORD_2_223,4176,365,20,2026-01-02,2,53.73,Debit Card,North
ORD_2_224,1928,249,10,2026-01-02,3,142.43,Cash,West
ORD_2_225,7334,145,4,2026-01-02,2,405.67,Cash,South
ORD_2_226,9213,726,17,2026-01-02,5,113.89,UPI,North
ORD_2_227,6312,619,6,2026-01-02,4,130.53,Net Banking,South
ORD_2_228,2298,531,17,2026-01-02,3,415.46,Debit Card,West
ORD_2_229,5290,803,1,2026-01-02,2,478.88,Debit Card,East
ORD_2_230,6117,716,1,2026-01-02,5,479.1,Cash,South
ORD_2_231,9899,384,9,2026-01-02,3,294.75,Debit Card,South
ORD_2_232,9382,335,15,2026-01-02,6,286.38,UPI,North
ORD_2_233,2446,534,7,2026-01-02,5,74.94,Net Banking,East
ORD_2_234,3944,362,3,2026-01-02,4,348.93,Debit Card,South
ORD_2_235,3702,199,14,2026-01-02,2,381.74,Net Banking,South
ORD_2_236,9468,667,6,2026-01-02,10,376.37,Credit Card,East
ORD_2_237,6824,656,19,2026-01-02,1,325.97,Cash,North
ORD_2_238,8021,387,9,2026-01-02,6,451.24,Credit Card,East
ORD_2_239,7409,969,12,2026-01-02,6,186.69,Cash,West
ORD_2_240,2073,945,14,2026-01-02,7,344.68,Credit Card,East
ORD_2_241,3937,509,17,2026-01-02,3,100.04,Net Banking,West
ORD_2_242,8900,413,20,2026-01-02,9,433.52,UPI,East
ORD_2_243,9943,611,5,2026-01-02,6,225.92,Debit Card,South
ORD_2_244,3270,109,4,2026-01-02,7,200.19,UPI,North
ORD_2_245,4963,403,4,2026-01-02,5,265.58,Debit Card,South
ORD_2_246,7036,855,13,2026-01-02,10,237.55,Cash,South
ORD_2_247,2880,630,18,2026-01-02,6,179.91,Cash,East
ORD_2_248,7368,113,1,2026-01-02,1,29.26,Cash,North
ORD_2_249,7881,585,19,2026-01-02,9,413.56,Cash,West
ORD_2_250,5818,771,17,2026-01-02,3,335.3,Cash,East
ORD_2_251,9363,340,4,2026-01-02,3,118.45,Debit Card,South
ORD_2_252,5914,683,11,2026-01-02,2,324.4,Debit Card,South
ORD_2_253,4682,250,8,2026-01-02,3,10.82,Debit Card,North
ORD_2_254,3513,996,8,2026-01-02,3,64.01,Debit Card,West
ORD_2_255,7193,251,17,2026-01-02,3,159.43,UPI,South
ORD_2_256,8221,964,20,2026-01-02,3,80.62,UPI,West
ORD_2_257,2000,840,17,2026-01-02,1,321.95,Credit Card,West
ORD_2_258,3538,419,13,2026-01-02,10,147.71,Credit Card,North
ORD_2_259,7880,650,16,2026-01-02,8,262.13,Net Banking,North
ORD_2_260,4745,601,3,2026-01-02,2,269.83,Net Banking,South
ORD_2_261,4056,560,20,2026-01-02,10,443.12,Debit Card,East
ORD_2_262,9118,674,5,2026-01-02,8,277.14,Cash,North
ORD_2_263,4649,230,1,2026-01-02,8,121.94,Net Banking,East
ORD_2_264,8087,450,8,2026-01-02,7,147.63,Credit Card,South
ORD_2_265,7052,418,4,2026-01-02,1,98.57,Debit Card,South
ORD_2_266,2318,238,4,2026-01-02,5,474.73,Cash,West
ORD_2_267,5583,980,9,2026-01-02,10,122.99,Credit Card,South
ORD_2_268,7658,356,17,2026-01-02,10,286.61,UPI,North
ORD_2_269,7382,387,20,2026-01-02,2,75.65,Credit Card,North
ORD_2_270,8244,403,9,2026-01-02,7,203.82,Net Banking,West
ORD_2_271,6072,692,8,2026-01-02,8,411.47,Debit Card,North
ORD_2_272,5113,400,12,2026-01-02,8,315.99,Credit Card,East
ORD_2_273,8625,771,15,2026-01-02,4,44.42,Credit Card,East
ORD_2_274,9441,814,14,2026-01-02,8,367.68,Debit Card,South
ORD_2_275,7026,370,2,2026-01-02,10,190.37,Cash,West
ORD_2_276,1754,390,15,2026-01-02,2,417.97,Credit Card,East
ORD_2_277,5675,412,7,2026-01-02,9,431.83,UPI,North
ORD_2_278,9174,267,8,2026-01-02,7,262.75,Debit Card,South
ORD_2_279,3806,844,15,2026-01-02,8,453.64,Net Banking,South
ORD_2_280,7992,610,15,2026-01-02,3,56.5,UPI,East
ORD_2_281,9664,533,19,2026-01-02,4,39.54,Cash,West
ORD_2_282,5009,748,16,2026-01-02,8,407.47,Cash,East
ORD_2_283,8347,598,19,2026-01-02,9,451.15,Net Banking,East
ORD_2_284,8171,902,12,2026-01-02,7,141.34,Debit Card,North
ORD_2_285,2657,684,18,2026-01-02,5,57.28,Cash,South
ORD_2_286,1364,599,13,2026-01-02,9,85.45,Credit Card,North
ORD_2_287,2842,474,10,2026-01-02,10,105.57,Debit Card,North
ORD_2_288,5098,729,3,2026-01-02,10,334.83,Credit Card,North
ORD_2_289,6408,652,20,2026-01-02,3,212.37,Debit Card,North
ORD_2_290,4714,322,9,2026-01-02,6,160.69,UPI,South
ORD_2_291,9965,889,18,2026-01-02,9,498.74,Debit Card,West
ORD_2_292,6419,357,12,2026-01-02,6,59.01,Debit Card,North
ORD_2_293,5778,844,8,2026-01-02,6,390.47,Credit Card,West
ORD_2_294,4069,284,12,2026-01-02,9,25.85,UPI,North
ORD_2_295,2774,363,20,2026-01-02,9,36.54,Credit Card,South
ORD_2_296,8891,304,12,2026-01-02,7,383.18,Net Banking,North
ORD_2_297,1311,501,16,2026-01-02,6,368.24,UPI,South
ORD_2_298,6659,582,9,2026-01-02,5,225.48,UPI,East
ORD_2_299,6373,131,10,2026-01-02,1,423.28,Cash,West
ORD_2_300,5424,869,18,2026-01-02,3,141.84,Debit Card,North
ORD_2_301,4290,653,10,2026-01-02,7,324.72,Net Banking,South
ORD_2_302,3426,746,2,2026-01-02,9,336.54,Cash,North
ORD_2_303,1952,365,5,2026-01-02,6,233.9,Credit Card,North
ORD_2_304,2584,128,13,2026-01-02,8,120.6,UPI,South
ORD_2_305,8851,571,18,2026-01-02,4,227.2,Net Banking,South
ORD_2_306,6631,500,14,2026-01-02,10,454.18,Credit Card,West
ORD_2_307,8294,969,5,2026-01-02,7,391.05,Net Banking,East
ORD_2_308,4587,600,10,2026-01-02,2,225.95,Cash,South
ORD_2_309,5985,631,18,2026-01-02,9,277.13,Cash,South
ORD_2_310,2111,412,4,2026-01-02,6,174.65,UPI,East
ORD_2_311,4617,446,18,2026-01-02,3,85.01,UPI,West
ORD_2_312,3278,705,9,2026-01-02,1,331.45,Cash,West
ORD_2_313,8822,633,7,2026-01-02,2,203.14,Debit Card,North
ORD_2_314,6241,509,17,2026-01-02,8,116.77,UPI,North
ORD_2_315,9790,184,15,2026-01-02,6,401.93,UPI,South
ORD_2_316,3345,916,2,2026-01-02,2,495.88,UPI,South
ORD_2_317,9189,341,7,2026-01-02,5,463.08,Credit Card,North
ORD_2_318,4551,461,8,2026-01-02,8,73.34,Net Banking,East
ORD_2_319,2403,716,17,2026-01-02,7,29.37,Cash,South
ORD_2_320,9172,257,2,2026-01-02,7,498.9,Net Banking,North
ORD_2_321,3858,925,6,2026-01-02,5,421.92,Net Banking,South
ORD_2_322,3284,801,9,2026-01-02,9,383.16,Net Banking,West
ORD_2_323,2331,770,3,2026-01-02,10,354.37,Net Banking,West
ORD_2_324,2908,543,19,2026-01-02,7,367.24,Net Banking,South
ORD_2_325,8399,391,15,2026-01-02,2,248.92,Net Banking,East
ORD_2_326,8572,860,20,2026-01-02,6,467.99,Cash,West
ORD_2_327,6530,688,16,2026-01-02,3,420.85,Debit Card,North
ORD_2_328,2997,626,7,2026-01-02,1,301.96,Cash,East
ORD_2_329,8946,726,16,2026-01-02,8,152.79,Net Banking,West
ORD_2_330,3146,938,10,2026-01-02,7,49.08,Net Banking,South
ORD_2_331,3637,476,3,2026-01-02,9,335.57,Net Banking,West
ORD_2_332,4243,188,17,2026-01-02,4,475.51,Credit Card,East
ORD_2_333,5255,217,20,2026-01-02,2,344.94,Credit Card,South
ORD_2_334,6000,199,6,2026-01-02,10,92.14,Cash,East
ORD_2_335,5398,944,4,2026-01-02,4,377.03,UPI,West
ORD_2_336,5688,613,7,2026-01-02,9,206.56,Credit Card,West
ORD_2_337,5455,251,6,2026-01-02,9,185.95,Debit Card,South
ORD_2_338,9741,588,8,2026-01-02,10,166.36,Debit Card,East
ORD_2_339,8342,915,14,2026-01-02,3,108.58,Net Banking,South
ORD_2_340,7053,160,18,2026-01-02,6,364.35,Cash,East
ORD_2_341,6658,712,18,2026-01-02,6,363.31,Credit Card,West
ORD_2_342,2146,206,20,2026-01-02,10,203.95,UPI,North
ORD_2_343,7139,833,18,2026-01-02,8,88.23,Debit Card,North
ORD_2_344,6734,323,20,2026-01-02,4,231.43,Debit Card,West
ORD_2_345,5719,470,2,2026-01-02,9,15.38,Credit Card,West
ORD_2_346,8951,768,11,2026-01-02,6,157.0,Cash,North
ORD_2_347,2079,498,18,2026-01-02,10,436.88,UPI,East
ORD_2_348,2703,955,12,2026-01-02,2,165.56,Debit Card,North
ORD_2_349,5751,574,11,2026-01-02,4,363.19,Debit Card,South
ORD_2_350,8968,616,11,2026-01-02,4,35.62,Cash,North
ORD_2_351,2271,201,18,2026-01-02,1,295.3,Net Banking,North
ORD_2_352,6484,918,18,2026-01-02,8,393.73,Cash,West
ORD_2_353,3198,812,3,2026-01-02,2,63.46,Debit Card,East
ORD_2_354,9253,526,19,2026-01-02,7,76.69,Credit Card,North
ORD_2_355,5246,471,4,2026-01-02,8,295.86,Debit Card,South
ORD_2_356,9139,817,1,2026-01-02,10,335.79,Cash,West
ORD_2_357,1725,983,12,2026-01-02,3,289.67,Debit Card,South
ORD_2_358,6556,930,18,2026-01-02,2,103.94,UPI,North
ORD_2_359,7403,414,9,2026-01-02,5,110.39,Cash,East
ORD_2_360,7453,452,10,2026-01-02,7,447.47,Credit Card,North
ORD_2_361,6800,780,2,2026-01-02,3,494.26,Credit Card,South
ORD_2_362,3334,367,16,2026-01-02,3,433.1,Credit Card,East
ORD_2_363,7269,888,15,2026-01-02,5,351.67,Credit Card,South
ORD_2_364,1600,112,19,2026-01-02,6,158.48,Cash,West
ORD_2_365,2650,850,17,2026-01-02,1,314.99,UPI,West
ORD_2_366,1902,155,4,2026-01-02,6,209.21,Cash,South
ORD_2_367,4473,730,10,2026-01-02,1,380.13,Debit Card,West
ORD_2_368,9049,660,16,2026-01-02,9,157.19,Credit Card,South
ORD_2_369,6814,434,9,2026-01-02,3,469.92,Debit Card,North
ORD_2_370,4126,966,8,2026-01-02,6,393.93,UPI,East
ORD_2_371,8971,359,4,2026-01-02,7,269.13,Net Banking,East
ORD_2_372,6195,767,10,2026-01-02,4,453.98,Debit Card,South
ORD_2_373,4265,461,14,2026-01-02,8,155.75,Credit Card,North
ORD_2_374,4432,944,9,2026-01-02,1,18.63,Debit Card,East
ORD_2_375,5636,727,19,2026-01-02,6,295.02,Net Banking,South
ORD_2_376,3541,100,9,2026-01-02,6,89.32,Net Banking,North
ORD_2_377,6354,110,1,2026-01-02,2,341.96,Debit Card,South
ORD_2_378,8862,175,8,2026-01-02,7,449.89,Cash,West
ORD_2_379,6899,706,16,2026-01-02,2,107.88,Debit Card,West
ORD_2_380,2061,208,10,2026-01-02,10,393.07,Debit Card,South
ORD_2_381,3328,358,4,2026-01-02,6,348.63,Credit Card,North
ORD_2_382,6128,815,7,2026-01-02,1,108.41,Credit Card,West
ORD_2_383,4610,611,16,2026-01-02,3,442.96,Net Banking,North
ORD_2_384,7809,539,16,2026-01-02,7,421.73,UPI,North
ORD_2_385,7926,588,5,2026-01-02,7,155.82,UPI,East
ORD_2_386,5007,178,10,2026-01-02,4,31.96,Net Banking,West
ORD_2_387,1188,900,20,2026-01-02,8,361.54,Cash,East
ORD_2_388,4798,574,15,2026-01-02,3,40.29,Cash,West
ORD_2_389,5915,328,18,2026-01-02,6,311.61,Net Banking,North
ORD_2_390,1764,872,3,2026-01-02,3,244.5,Debit Card,East
ORD_2_391,8571,961,18,2026-01-02,7,445.01,Net Banking,East
ORD_2_392,3137,208,5,2026-01-02,7,188.02,Credit Card,North
ORD_2_393,4693,632,3,2026-01-02,9,48.07,Debit Card,North
ORD_2_394,8541,917,15,2026-01-02,4,45.28,Credit Card,East
ORD_2_395,7360,355,18,2026-01-02,2,136.03,Credit Card,West
